Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Experience_Level,BMI,Type_Cardio,Type_HIIT,Type_Strength,Type_Yoga
0.9459372780166193,0.948683298050514,0.9706196757502304,-0.8861098919345745,-0.6462539949254166,-0.7457401883655708,-1.652277841920788,-0.25540960725116085,-0.4911527700876073,-0.5871335682137206,1.6010722871744851,0.27402330698423527,1.7371576255908927,-0.6077576567756011,-0.532713603903433,1.6620397822025086,-0.5672205306887108
-0.04214518395927884,-1.0540925533894598,-0.6940445383141839,-0.03404194891950232,1.3735063897154343,0.32591468965882286,0.7971327429812904,-0.5169759665261922,-0.3884199300445131,0.9893366780301196,-1.5354741552077658,0.27402330698423527,-0.7341889971519859,1.6453926805388224,-0.532713603903433,-0.6016703154209798,-0.5672205306887108
-1.3595884665938098,0.948683298050514,0.5487213074474037,1.3602510487415258,0.49534970074115126,-1.1029584810403685,-0.563650915297642,1.9243100533741038,1.6405536608065987,-2.1636038144575607,1.435990895470156,1.6351848318732478,-0.16116570174787032,-0.6077576567756011,-0.532713603903433,1.6620397822025086,-0.5672205306887108
-1.1125678510998351,-1.0540925533894598,-0.7536606120961052,-1.2734135023959716,-0.9097010016177015,0.8974639579384994,0.524976011325504,0.29678604010723997,0.5691969003571871,0.6676080563477033,-1.7005555469120945,0.27402330698423527,-0.18026647826134068,-0.6077576567756011,-0.532713603903433,-0.6016703154209798,1.762982730518966
1.1106176883459358,0.948683298050514,0.3744589379310188,-0.03404194891950232,-1.2609636772074146,-0.45996555422573243,-1.2440427444371083,-0.6913535393762136,-0.7810061402091948,-0.12062706677421715,0.11533976183552441,0.27402330698423527,0.42214262716349926,-0.6077576567756011,-0.532713603903433,1.6620397822025086,-0.5672205306887108
-1.6889492872524425,-1.0540925533894598,-1.0058824627119256,0.12087949526505656,0.5831653696385796,1.5404568847531355,-0.563650915297642,-0.13915789201781334,0.33804801026022496,0.6836944874318237,-0.7100671966861205,-1.0871382179047773,-1.1323667229327947,1.6453926805388224,-0.532713603903433,-0.6016703154209798,-0.5672205306887108
0.45189604702867026,-1.0540925533894598,-0.6344284645322628,-0.5762670035654585,-0.3828069882331317,1.8262315188929739,-1.1079643786092148,0.06428260964054489,0.249991290223287,1.1984602821236903,-0.8751485883904496,0.27402330698423527,-0.40947579642298687,-0.6077576567756011,1.8771812708978117,-0.6016703154209798,-0.5672205306887108
-1.524268876923126,0.948683298050514,0.025934198898248505,0.198340217357336,0.31971836294629463,-1.6030640907850857,1.4775245721207566,0.2386601824905662,-0.04720013990137856,-0.024108480269492017,1.1058281120614977,0.27402330698423527,-0.0818240146919154,-0.6077576567756011,-0.532713603903433,-0.6016703154209798,1.762982730518966
-1.6889492872524425,-1.0540925533894598,-0.8912361669774618,-0.34388483728862007,-0.3828069882331317,1.0403512750084185,1.2053678404649701,0.06428260964054489,0.385745400280233,1.1019416956189652,-0.7100671966861205,0.27402330698423527,-0.8164692652100127,-0.6077576567756011,-0.532713603903433,1.6620397822025086,-0.5672205306887108
-1.1125678510998351,-1.0540925533894598,-0.45099439135712044,-0.11150267101178177,-0.11935998154084683,1.6833442018230547,-0.15541581781396224,-0.3716613224845078,0.1362513601755755,0.31370657249704537,-1.3703927635034365,-1.0871382179047773,-0.4344537349406024,-0.6077576567756011,1.8771812708978117,-0.6016703154209798,-0.5672205306887108
